title,certificate,runtime,genre,rating,director,gross_earn
Village of the Damned,15,98 min,"Horror, Sci-Fi, Thriller",5.6,John Carpenter,$9.42M
Hatchet,18,85 min,"Comedy, Horror, Thriller",5.6,Adam Green,$0.16M
Barnyard,PG,90 min,"Animation, Adventure, Comedy",5.6,Steve Oedekerk,$72.78M
Club Dread,15,104 min,"Comedy, Horror, Mystery",5.6,Jay Chandrasekhar,$4.99M
Creep,18,85 min,"Horror, Mystery, Thriller",5.6,Christopher Smith,
I Spit on Your Grave 2,18,106 min,"Horror, Thriller",5.6,Steven R. Monroe,$0.00M
Boomerang,15,117 min,"Comedy, Drama, Romance",5.6,Reginald Hudlin,$70.10M
12 Rounds,15,108 min,"Action, Crime, Thriller",5.6,Renny Harlin,$12.23M
I Spit on Your Grave,18,101 min,"Horror, Thriller",5.6,Meir Zarchi,
Win a Date with Tad Hamilton!,PG,96 min,"Comedy, Romance",5.6,Robert Luketic,$17.07M
What Just Happened,15,104 min,"Comedy, Drama",5.6,Barry Levinson,$1.09M
Domestic Disturbance,12,89 min,"Crime, Thriller",5.6,Harold Becker,$45.25M
Poltergeist II: The Other Side,15,91 min,Horror,5.6,Brian Gibson,$41.00M
Major League II,PG,105 min,"Comedy, Sport",5.6,David S. Ward,$30.63M
Fire with Fire,15,97 min,"Action, Thriller",5.6,David Barrett,
Autumn in New York,15,103 min,"Drama, Romance",5.6,Joan Chen,$37.75M
Jawbreaker,15,86 min,"Comedy, Crime, Thriller",5.6,Darren Stein,$3.07M
The Perfect Score,12A,93 min,"Comedy, Crime, Drama",5.6,Brian Robbins,$10.39M
The Bonfire of the Vanities,15,125 min,"Comedy, Drama, Romance",5.6,Brian De Palma,$15.69M
The Contract,15,96 min,"Action, Crime, Drama",5.6,Bruce Beresford,
Angel Eyes,15,102 min,"Drama, Romance",5.6,Luis Mandoki,$24.04M
The Punisher,89 min,"Action, Crime, Thriller",,5.6,Mark Goldblatt,
I'm So Excited,15,90 min,"Comedy, Musical",5.6,Pedro Almodóvar,$1.37M
New in Town,12A,97 min,"Comedy, Romance",5.6,Jonas Elmer,$16.73M
They Came Together,15,83 min,"Comedy, Romance",5.6,David Wain,
Disturbing Behavior,15,84 min,"Horror, Mystery, Sci-Fi",5.6,David Nutter,$17.41M
After the Dark,15,107 min,"Drama, Fantasy, Sci-Fi",5.6,John Huddles,
The Promotion,15,86 min,Comedy,5.6,Steve Conrad,$0.41M
Green Lantern,12A,114 min,"Action, Adventure, Sci-Fi",5.5,Martin Campbell,$116.60M
The Twilight Saga: Breaking Dawn - Part 2,12A,115 min,"Adventure, Drama, Fantasy",5.5,Bill Condon,$292.30M
The Day the Earth Stood Still,12A,104 min,"Adventure, Drama, Sci-Fi",5.5,Scott Derrickson,$79.37M
Scary Movie 3,15,84 min,Comedy,5.5,David Zucker,$110.00M
"Dude, Where's My Car?",15,83 min,"Comedy, Mystery, Sci-Fi",5.5,Danny Leiner,$46.73M
Snakes on a Plane,15,105 min,"Action, Adventure, Crime",5.5,David R. Ellis,$34.02M
Lara Croft Tomb Raider: The Cradle of Life,12A,117 min,"Action, Adventure, Fantasy",5.5,Jan de Bont,$65.66M
The Scorpion King,12,92 min,"Action, Adventure, Fantasy",5.5,Chuck Russell,$91.05M
The Bounty Hunter,12A,110 min,"Action, Comedy, Romance",5.5,Andy Tennant,$67.06M
Judge Dredd,15,96 min,"Action, Crime, Sci-Fi",5.5,Danny Cannon,$34.69M
Little Fockers,12A,98 min,"Comedy, Romance",5.5,Paul Weitz,$148.38M
Pompeii,12A,105 min,"Action, Adventure, Drama",5.5,Paul W.S. Anderson,$23.22M
Couples Retreat,15,113 min,Comedy,5.5,Peter Billingsley,$109.21M
Friday the 13th,18,97 min,"Horror, Mystery, Thriller",5.5,Marcus Nispel,$65.00M
Your Highness,15,102 min,"Adventure, Comedy, Fantasy",5.5,David Gordon Green,$21.60M
Ghost Ship,18,91 min,Horror,5.5,Steve Beck,$30.11M
That's My Boy,15,116 min,Comedy,5.5,Sean Anders,$36.93M
The Core,12A,135 min,"Action, Adventure, Sci-Fi",5.5,Jon Amiel,$31.19M
Lady in the Water,PG,110 min,"Drama, Fantasy, Mystery",5.5,M. Night Shyamalan,$42.29M
Saw 3D,18,90 min,"Action, Adventure, Crime",5.5,Kevin Greutert,$45.71M
Babylon A.D.,12A,90 min,"Action, Adventure, Sci-Fi",5.5,Mathieu Kassovitz,$22.53M
The Hot Chick,12A,104 min,"Comedy, Fantasy",5.5,Tom Brady,$35.08M
Dreamcatcher,15,136 min,"Drama, Horror, Sci-Fi",5.5,Lawrence Kasdan,$33.72M
Piranha 3D,18,88 min,"Comedy, Horror",5.5,Alexandre Aja,$25.00M
Hostel: Part II,18,94 min,Horror,5.5,Eli Roth,$17.61M
Cop Out,15,107 min,"Action, Comedy, Crime",5.5,Kevin Smith,$44.88M
The House Bunny,12A,97 min,"Comedy, Romance",5.5,Fred Wolf,$48.24M
Beverly Hills Cop III,15,104 min,"Action, Comedy, Crime",5.5,John Landis,$42.61M
Beastly,12A,86 min,"Drama, Fantasy, Romance",5.5,Daniel Barnz,$27.87M
George of the Jungle,U,92 min,"Action, Adventure, Comedy",5.5,Sam Weisman,$105.26M
House at the End of the Street,15,101 min,"Drama, Horror, Thriller",5.5,Mark Tonderai,$31.61M
Seventh Son,12A,102 min,"Action, Adventure, Fantasy",5.5,Sergei Bodrov,$17.22M
Volcano,12,104 min,"Action, Drama, Sci-Fi",5.5,Mick Jackson,$49.32M
Collateral Damage,15,108 min,"Action, Drama, Thriller",5.5,Andrew Davis,$40.08M
Mortdecai,12A,107 min,"Action, Adventure, Comedy",5.5,David Koepp,$7.61M
Cube 2: Hypercube,15,94 min,"Horror, Mystery, Sci-Fi",5.5,Andrzej Sekula,
The Specialist,15,110 min,"Action, Drama, Thriller",5.5,Luis Llosa,$57.36M
Showtime,12,95 min,"Action, Comedy, Crime",5.5,Tom Dey,$38.08M
When in Rome,PG,91 min,"Comedy, Romance",5.5,Mark Steven Johnson,$32.67M
Monster-in-Law,12A,101 min,"Comedy, Romance",5.5,Robert Luketic,$82.93M
Star Trek V: The Final Frontier,PG,107 min,"Action, Adventure, Fantasy",5.5,William Shatner,$52.21M
R.V.: Runaway Vacation,PG,99 min,"Adventure, Comedy, Family",5.5,Barry Sonnenfeld,$71.73M
The Omen,15,110 min,"Drama, Fantasy, Horror",5.5,John Moore,$54.61M
Cheaper by the Dozen 2,PG,94 min,"Adventure, Comedy, Family",5.5,Adam Shankman,$82.57M
Rumor Has It...,12A,97 min,"Comedy, Drama, Romance",5.5,Rob Reiner,$43.00M
Bride of Chucky,18,89 min,"Comedy, Horror, Thriller",5.5,Ronny Yu,$32.40M
Eight Legged Freaks,12,99 min,"Action, Adventure, Comedy",5.5,Ellory Elkayem,$17.32M
Stuart Little 2,U,77 min,"Animation, Adventure, Comedy",5.5,Rob Minkoff,$64.96M
The Benchwarmers,12A,85 min,"Comedy, Sport",5.5,Dennis Dugan,$59.84M
White Noise,15,101 min,"Drama, Horror, Mystery",5.5,Geoffrey Sax,$56.39M
Don't Be Afraid of the Dark,15,99 min,"Fantasy, Horror, Thriller",5.5,Troy Nixey,$24.04M
Employee of the Month,12A,103 min,"Comedy, Romance",5.5,Greg Coolidge,$28.44M
Under Siege 2: Dark Territory,18,100 min,"Action, Adventure, Thriller",5.5,Geoff Murphy,$50.02M
Stolen,12A,96 min,"Action, Crime, Thriller",5.5,Simon West,$0.30M
The Ward,15,89 min,"Horror, Mystery, Thriller",5.5,John Carpenter,
Beverly Hills Ninja,12,88 min,"Action, Comedy",5.5,Dennis Dugan,$31.24M
The Lizzie McGuire Movie,U,94 min,"Adventure, Comedy, Family",5.5,Jim Fall,$42.67M
Whiteout,15,101 min,"Action, Crime, Mystery",5.5,Dominic Sena,$10.28M
Because I Said So,12,102 min,"Comedy, Romance",5.5,Michael Lehmann,$42.67M
Big Fat Liar,PG,88 min,"Adventure, Comedy, Family",5.5,Shawn Levy,$47.81M
The Last Days on Mars,15,98 min,"Adventure, Horror, Sci-Fi",5.5,Ruairi Robinson,$0.02M
Nine Months,12,103 min,"Comedy, Romance",5.5,Chris Columbus,$69.70M
The Innkeepers,15,101 min,"Drama, Horror, Mystery",5.5,Ti West,$0.08M
The Stepfather,15,101 min,"Crime, Thriller",5.5,Nelson McCormick,$29.06M
Ek Tha Tiger,12A,132 min,"Action, Adventure, Romance",5.5,Kabir Khan,$2.35M
Raw Deal,18,106 min,"Action, Crime, Thriller",5.5,John Irvin,$16.21M
Forces of Nature,12,105 min,"Comedy, Romance",5.5,Bronwen Hughes,$52.89M
All the Boys Love Mandy Lane,18,90 min,"Horror, Mystery, Thriller",5.5,Jonathan Levine,
Fighting,15,105 min,"Action, Crime, Drama",5.5,Dito Montiel,$23.04M
Hellraiser III: Hell on Earth,18,97 min,Horror,5.5,Anthony Hickox,$12.53M
Virtuosity,15,106 min,"Action, Crime, Sci-Fi",5.5,Brett Leonard,$24.05M
Taxi 4,15,91 min,"Action, Comedy, Crime",5.5,Gérard Krawczyk,
Metro,18,117 min,"Action, Comedy, Crime",5.5,Thomas Carter,$31.99M
The Quest,18,95 min,"Action, Adventure, Drama",5.5,Jean-Claude Van Damme,$21.60M
The Man,12A,83 min,"Action, Comedy, Crime",5.5,Les Mayfield,$8.33M
American Dreamz,12A,107 min,"Comedy, Music",5.5,Paul Weitz,$7.19M
The Accidental Husband,12A,90 min,"Comedy, Romance",5.5,Griffin Dunne,
Legionnaire,15,99 min,"Action, Adventure, Drama",5.5,Peter MacDonald,
Bang Bang,12A,153 min,"Action, Adventure, Comedy",5.5,Siddharth Anand,$2.55M
Josie and the Pussycats,PG,98 min,"Comedy, Music",5.5,Harry Elfont,$14.25M
Horsemen,18,90 min,"Crime, Mystery, Thriller",5.5,Jonas Åkerlund,
"War, Inc.",15,107 min,"Action, Comedy, Thriller",5.5,Joshua Seftel,$0.58M
Casa de mi Padre,15,85 min,"Comedy, Western",5.5,Matt Piedmont,$5.90M
Knights of Badassdom,15,86 min,"Action, Adventure, Comedy",5.5,Joe Lynch,$0.09M
Batman Forever,UA,121 min,"Action, Adventure",5.4,Joel Schumacher,$184.03M
Godzilla,PG,139 min,"Action, Sci-Fi, Thriller",5.4,Roland Emmerich,$136.31M
Annabelle,15,99 min,"Horror, Mystery, Thriller",5.4,John R. Leonetti,$84.27M
Evan Almighty,PG,96 min,"Comedy, Family, Fantasy",5.4,Tom Shadyac,$100.46M
Jennifer's Body,15,102 min,"Comedy, Horror",5.4,Karyn Kusama,$16.20M
Æon Flux,15,93 min,"Action, Adventure, Sci-Fi",5.4,Karyn Kusama,$25.86M
House of Wax,15,113 min,"Horror, Thriller",5.4,Jaume Collet-Serra,$32.06M
Gods of Egypt,12A,127 min,"Action, Adventure, Fantasy",5.4,Alex Proyas,$31.15M
Red Riding Hood,12A,100 min,"Fantasy, Horror, Mystery",5.4,Catherine Hardwicke,$37.66M
Bride Wars,12,89 min,"Comedy, Romance",5.4,Gary Winick,$58.72M
The Counsellor,18,117 min,"Crime, Drama, Thriller",5.4,Ridley Scott,$16.97M
Drive Angry,18,104 min,"Action, Fantasy, Thriller",5.4,Patrick Lussier,$10.71M
Doctor Dolittle,PG,85 min,"Comedy, Family, Fantasy",5.4,Betty Thomas,$144.16M
The Ring 2,15,110 min,"Horror, Mystery",5.4,Hideo Nakata,$76.23M
Season of the Witch,15,95 min,"Action, Adventure, Fantasy",5.4,Dominic Sena,$24.83M
Killers,12A,100 min,"Action, Comedy, Romance",5.4,Robert Luketic,$47.06M
The Smurfs,U,103 min,"Animation, Adventure, Comedy",5.4,Raja Gosnell,$142.61M
The Tuxedo,12A,98 min,"Action, Comedy, Sci-Fi",5.4,Kevin Donovan,$50.55M
Just Married,12A,95 min,"Comedy, Romance",5.4,Shawn Levy,$56.13M
A Nightmare on Elm Street Part 2: Freddy's Revenge,18,87 min,Horror,5.4,Jack Sholder,$30.00M
Ri¢hie Ri¢h,PG,95 min,"Comedy, Family",5.4,Donald Petrie,$38.09M
Aloha,12A,105 min,"Comedy, Drama, Romance",5.4,Cameron Crowe,$20.99M
The Man with the Iron Fists,18,95 min,Action,5.4,RZA,$15.63M
Blackhat,15,133 min,"Action, Crime, Thriller",5.4,Michael Mann,$7.10M
Just My Luck,PG,108 min,"Comedy, Fantasy, Romance",5.4,Donald Petrie,$17.32M
My Bloody Valentine,18,101 min,"Horror, Mystery, Thriller",5.4,Patrick Lussier,$51.55M
The Whole Ten Yards,12A,98 min,"Comedy, Crime, Thriller",5.4,Howard Deutch,$16.32M
The Astronaut's Wife,18,109 min,"Drama, Sci-Fi, Thriller",5.4,Rand Ravich,$10.67M
Vampire Academy,12A,104 min,"Action, Comedy, Drama",5.4,Mark Waters,$7.79M
Coneheads,PG,88 min,"Comedy, Sci-Fi",5.4,Steve Barron,$21.27M
The Eye,15,98 min,"Horror, Mystery",5.4,David Moreau,$31.42M
I Spy,A,97 min,"Action, Adventure, Comedy",5.4,Betty Thomas,$33.56M
How Do You Know,12A,121 min,"Comedy, Drama, Romance",5.4,James L. Brooks,$30.21M
Bulletproof Monk,12A,104 min,"Action, Comedy, Fantasy",5.4,Paul Hunter,$23.02M
Christmas with the Kranks,PG,99 min,"Comedy, Family",5.4,Joe Roth,$73.78M
Get Rich or Die Tryin',15,117 min,"Biography, Crime, Drama",5.4,Jim Sheridan,$30.98M
Pathfinder,15,99 min,"Action, Adventure, Drama",5.4,Marcus Nispel,$10.23M
The Spy Next Door,PG,94 min,"Action, Comedy, Family",5.4,Brian Levant,$24.27M
Teeth,18,94 min,"Comedy, Fantasy, Horror",5.4,Mitchell Lichtenstein,$0.35M
Stone,15,105 min,"Drama, Thriller",5.4,John Curran,$1.80M
Paradise Lost,18,93 min,"Horror, Mystery, Thriller",5.4,John Stockwell,$7.03M
Killing Season,15,91 min,"Action, Drama, Thriller",5.4,Mark Steven Johnson,$0.03M
Jack Frost,PG,101 min,"Comedy, Drama, Family",5.4,Troy Miller,$34.55M
The Lawnmower Man,15,108 min,"Horror, Sci-Fi",5.4,Brett Leonard,$32.10M
The Last Legion,12A,101 min,"Action, Adventure, History",5.4,Doug Lefler,$5.93M
Hop,U,95 min,"Animation, Adventure, Comedy",5.4,Tim Hill,$108.09M
Unfinished Business,15,91 min,"Comedy, Drama",5.4,Ken Scott,$10.21M
Big Game,15,90 min,"Action, Adventure",5.4,Jalmari Helander,$0.02M
Maximum Overdrive,18,98 min,"Action, Comedy, Horror",5.4,Stephen King,$7.43M
Battle for the Planet of the Apes,A,86 min,"Action, Sci-Fi",5.4,J. Lee Thompson,$8.84M
Problem Child,PG,81 min,"Comedy, Family",5.4,Dennis Dugan,$53.47M
The Perfect Man,PG,100 min,"Comedy, Family, Romance",5.4,Mark Rosman,$16.25M
Serena,15,109 min,"Drama, History, Romance",5.4,Susanne Bier,$0.18M
"Yours, Mine & Ours",PG,88 min,"Comedy, Family, Romance",5.4,Raja Gosnell,$53.41M
D3: The Mighty Ducks,PG,104 min,"Action, Comedy, Drama",5.4,Robert Lieberman,$22.94M
3 Men and a Little Lady,PG,104 min,"Comedy, Drama, Family",5.4,Emile Ardolino,$71.61M
Surviving Christmas,12A,91 min,"Comedy, Romance",5.4,Mike Mitchell,$11.66M
Jessabelle,15,90 min,"Drama, Horror, Mystery",5.4,Kevin Greutert,
Man of the House,12A,100 min,"Comedy, Crime",5.4,Stephen Herek,$19.70M
Down to Earth,12,87 min,"Comedy, Fantasy",5.4,Chris Weitz,$64.19M
Hotel for Dogs,U,100 min,"Comedy, Family",5.4,Thor Freudenthal,$73.03M
Earth Girls Are Easy,PG,100 min,"Comedy, Musical, Romance",5.4,Julien Temple,$3.92M
Mars Needs Moms,PG,88 min,"Animation, Action, Adventure",5.4,Simon Wells,$21.38M
Aliens in the Attic,PG,86 min,"Adventure, Comedy, Family",5.4,John Schultz,$25.20M
Phantoms,15,96 min,"Horror, Sci-Fi, Thriller",5.4,Joe Chappelle,$5.66M
Intruders,15,100 min,"Adventure, Fantasy, Horror",5.4,Juan Carlos Fresnadillo,$0.07M
Darkness,15,88 min,Horror,5.4,Jaume Balagueró,$22.16M
Havoc,18,85 min,"Crime, Drama",5.4,Barbara Kopple,
Twilight,12A,122 min,"Drama, Fantasy, Romance",5.3,Catherine Hardwicke,$191.47M
Daredevil,15,103 min,"Action, Crime",5.3,Mark Steven Johnson,$102.54M
Jupiter Ascending,12A,127 min,"Action, Adventure, Sci-Fi",5.3,Lana Wachowski,$47.39M
Scary Movie 2,18,83 min,"Comedy, Horror",5.3,Keenen Ivory Wayans,$71.31M
Grown Ups 2,12A,101 min,Comedy,5.3,Dennis Dugan,$133.67M
Resident Evil: Retribution,15,95 min,"Action, Horror, Sci-Fi",5.3,Paul W.S. Anderson,$42.35M
Spring Breakers,18,94 min,"Crime, Drama, Thriller",5.3,Harmony Korine,$14.12M
Rocky V,PG,104 min,"Drama, Sport",5.3,John G. Avildsen,$40.95M
Max Payne,15,100 min,"Action, Adventure, Crime",5.3,John Moore,$40.69M
Little Nicky,12,90 min,"Comedy, Fantasy",5.3,Steven Brill,$39.46M
Maid in Manhattan,PG,105 min,"Comedy, Drama, Romance",5.3,Wayne Wang,$94.01M
Flubber,U,93 min,"Comedy, Family, Sci-Fi",5.3,Les Mayfield,$92.98M
The Wedding Planner,U,103 min,"Comedy, Romance",5.3,Adam Shankman,$60.40M
Red Dawn,15,93 min,"Action, Drama",5.3,Dan Bradley,$44.81M
Land of the Lost,12A,102 min,"Action, Adventure, Comedy",5.3,Brad Silberling,$49.44M
The Stepford Wives,12A,93 min,"Comedy, Horror, Sci-Fi",5.3,Frank Oz,$59.48M
Point Break,12A,114 min,"Action, Adventure, Crime",5.3,Ericson Core,$28.78M
Bangkok Dangerous,18,99 min,"Action, Crime, Thriller",5.3,Danny Pang,$15.28M
Sinister 2,15,97 min,"Horror, Mystery, Thriller",5.3,Ciarán Foy,$27.74M
The Dilemma,12A,111 min,"Comedy, Drama",5.3,Ron Howard,$48.48M
Tusk,15,102 min,"Comedy, Horror",5.3,Kevin Smith,$1.82M
The Back-up Plan,12A,104 min,"Comedy, Romance",5.3,Alan Poul,$37.49M
Bachelorette,15,87 min,"Comedy, Romance",5.3,Leslye Headland,$0.45M
Dhoom 3,12A,172 min,"Action, Crime, Drama",5.3,Vijay Krishna Acharya,$8.03M
Honey,PG,94 min,"Drama, Music, Romance",5.3,Bille Woodruff,$30.31M
Police Academy 3: Back in Training,PG,83 min,Comedy,5.3,Jerry Paris,$43.58M
The Colony,18,95 min,"Action, Sci-Fi, Thriller",5.3,Jeff Renfroe,
The Green Inferno,18,100 min,"Adventure, Horror",5.3,Eli Roth,$7.19M
Trespass,15,91 min,"Crime, Drama, Thriller",5.3,Joel Schumacher,$0.02M
Balls of Fury,12,90 min,"Comedy, Crime, Sport",5.3,Robert Ben Garant,$32.84M
One for the Money,12A,91 min,"Action, Comedy, Crime",5.3,Julie Anne Robinson,$26.41M
Aquamarine,PG,110 min,"Comedy, Family, Fantasy",5.3,Elizabeth Allen Rosenbaum,$18.60M
The Smurfs 2,U,105 min,"Animation, Adventure, Comedy",5.3,Raja Gosnell,$71.02M
Masters of the Universe,PG,106 min,"Action, Adventure, Fantasy",5.3,Gary Goddard,$17.34M
The Messengers,15,90 min,"Drama, Horror, Mystery",5.3,Danny Pang,$35.37M
Southland Tales,15,145 min,"Comedy, Drama, Mystery",5.3,Richard Kelly,$0.28M
Spy Hard,PG,81 min,"Action, Comedy",5.3,Rick Friedberg,$29.00M
Old Dogs,PG,88 min,"Comedy, Family",5.3,Walt Becker,$49.49M
Annie,PG,118 min,"Comedy, Drama, Family",5.3,Will Gluck,$85.91M
Hollywood Homicide,12A,116 min,"Action, Comedy, Crime",5.3,Ron Shelton,$30.01M
Caligula,18,156 min,"Drama, History",5.3,Tinto Brass,$23.44M
"I Love You, Beth Cooper",15,102 min,"Comedy, Romance",5.3,Chris Columbus,$14.79M
Sleeping Beauty,18,101 min,"Drama, Mystery, Romance",5.3,Julia Leigh,$0.04M
Tank Girl,15,104 min,"Action, Comedy, Sci-Fi",5.3,Rachel Talalay,$4.06M
Popeye,A,97 min,"Adventure, Comedy, Family",5.3,Robert Altman,$49.82M
Kick,12A,146 min,"Action, Comedy, Crime",5.3,Sajid Nadiadwala,$2.46M
Loser,12,98 min,"Comedy, Romance",5.3,Amy Heckerling,$15.62M
The Resident,15,91 min,"Crime, Drama, Horror",5.3,Antti J. Jokinen,
The Watcher,15,97 min,"Crime, Drama, Mystery",5.3,Joe Charbanic,$28.93M
View from the Top,PG,87 min,"Comedy, Romance",5.3,Bruno Barreto,$15.59M
D-Tox,18,96 min,"Crime, Thriller",5.3,Jim Gillespie,$0.08M
My Stepmother Is an Alien,15,105 min,"Comedy, Sci-Fi",5.3,Richard Benjamin,$13.85M
Stomp the Yard,12A,115 min,"Drama, Music, Romance",5.3,Sylvain White,$61.36M
In the Cut,18,119 min,"Mystery, Thriller",5.3,Jane Campion,$4.75M
Eight Crazy Nights,12A,76 min,"Animation, Comedy, Musical",5.3,Seth Kearsley,$23.44M
Passion,15,102 min,"Adventure, Drama, Mystery",5.3,Brian De Palma,$0.09M
Twisted,15,97 min,"Crime, Drama, Mystery",5.3,Philip Kaufman,$25.20M
3 Ninja Kids,U,84 min,"Action, Comedy, Family",5.3,Jon Turteltaub,$29.00M
Random Hearts,15,133 min,"Drama, Mystery, Romance",5.3,Sydney Pollack,$31.05M
Teaching Mrs. Tingle,15,96 min,"Comedy, Thriller",5.3,Kevin Williamson,$8.95M
Ghost Rider,12A,110 min,"Action, Fantasy, Thriller",5.2,Mark Steven Johnson,$115.80M
A Good Day to Die Hard,12A,98 min,"Action, Thriller",5.2,John Moore,$67.35M
Independence Day: Resurgence,12A,120 min,"Action, Adventure, Sci-Fi",5.2,Roland Emmerich,$103.14M
The Mummy: Tomb of the Dragon Emperor,12A,112 min,"Action, Adventure, Fantasy",5.2,Rob Cohen,$102.49M
Doom,15,105 min,"Action, Horror, Sci-Fi",5.2,Andrzej Bartkowiak,$28.21M
Scooby-Doo,PG,89 min,"Adventure, Comedy, Family",5.2,Raja Gosnell,$153.29M
Paul Blart: Mall Cop,PG,91 min,"Action, Comedy, Crime",5.2,Steve Carr,$20.82M
The 5th Wave,15,112 min,"Action, Adventure, Sci-Fi",5.2,J Blakeson,$34.92M
Legion,15,100 min,"Action, Fantasy, Horror",5.2,Scott Stewart,$40.17M
A Nightmare on Elm Street,18,95 min,"Crime, Drama, Horror",5.2,Samuel Bayer,$63.08M
Big Momma's House,12,99 min,"Action, Comedy, Crime",5.2,Raja Gosnell,$117.56M
Alvin and the Chipmunks,U,92 min,"Animation, Adventure, Comedy",5.2,Tim Hill,$217.33M
Lost in Space,PG,130 min,"Action, Adventure, Family",5.2,Stephen Hopkins,$69.12M
Spawn,12,96 min,"Action, Drama, Horror",5.2,Mark A.Z. Dippé,$54.97M
Spy Kids 2: Island of Lost Dreams,U,100 min,"Action, Adventure, Comedy",5.2,Robert Rodriguez,$85.85M
My Super Ex-Girlfriend,12A,96 min,"Comedy, Romance, Sci-Fi",5.2,Ivan Reitman,$22.53M
The Karate Kid Part III,PG,112 min,"Action, Drama, Family",5.2,John G. Avildsen,$38.96M
Zookeeper,PG,102 min,"Comedy, Family, Fantasy",5.2,Frank Coraci,$80.36M
Queen of the Damned,15,101 min,"Drama, Fantasy, Horror",5.2,Michael Rymer,$30.34M
Apollo 18,15,86 min,"Horror, Mystery, Sci-Fi",5.2,Gonzalo López-Gallego,$17.69M
Congo,12,109 min,"Action, Adventure, Mystery",5.2,Frank Marshall,$81.02M
The Lazarus Effect,15,83 min,"Horror, Mystery, Sci-Fi",5.2,David Gelb,$25.80M
The Medallion,PG,88 min,"Action, Comedy, Fantasy",5.2,Gordon Chan,$22.11M
License to Wed,12A,91 min,"Comedy, Romance",5.2,Ken Kwapis,$43.80M
Friday the 13th VII: The New Blood,18,88 min,"Horror, Thriller",5.2,John Carl Buechler,$19.17M
Mr. Woodcock,12A,87 min,"Comedy, Romance, Sport",5.2,Craig Gillespie,$25.63M
Shutter,15,85 min,"Horror, Mystery, Thriller",5.2,Masayuki Ochiai,$25.93M
Mighty Morphin Power Rangers: The Movie,PG,95 min,"Action, Adventure, Family",5.2,Bryan Spicer,$38.19M
Snow Dogs,PG,99 min,"Adventure, Comedy, Family",5.2,Brian Levant,$81.17M
Mutant Chronicles,18,111 min,"Action, Adventure, Mystery",5.2,Simon Hunter,$0.01M
The Wild,U,95 min,"Animation, Adventure, Comedy",5.2,Steve 'Spaz' Williams,$37.38M
Universal Soldier: Regeneration,18,97 min,"Action, Adventure, Sci-Fi",5.2,John Hyams,
Over Her Dead Body,12A,95 min,"Comedy, Fantasy, Romance",5.2,Jeff Lowell,$7.56M
Color of Night,18,121 min,"Drama, Mystery, Romance",5.2,Richard Rush,$19.72M
Silent House,15,86 min,"Drama, Horror, Mystery",5.2,Chris Kentis,$12.56M
Strange Wilderness,15,87 min,"Adventure, Comedy",5.2,Fred Wolf,$6.56M
"10,000 BC",12A,109 min,"Action, Adventure, Drama",5.1,Roland Emmerich,$94.78M
Eragon,PG,104 min,"Action, Adventure, Family",5.1,Stefen Fangmeier,$75.03M
Scary Movie 4,15,83 min,Comedy,5.1,David Zucker,$90.71M
Sex Tape,15,94 min,"Comedy, Romance",5.1,Jake Kasdan,$38.54M
The Final Destination,15,82 min,"Horror, Thriller",5.1,David R. Ellis,$66.48M
Conan the Barbarian,15,113 min,"Action, Adventure, Fantasy",5.1,Marcus Nispel,$21.30M
"I, Frankenstein",12A,92 min,"Action, Fantasy, Sci-Fi",5.1,Stuart Beattie,$19.08M
Abduction,12A,106 min,"Action, Mystery, Thriller",5.1,John Singleton,$28.09M
The Dukes of Hazzard,15,104 min,Comedy,5.1,Jay Chandrasekhar,$80.27M
Miss Congeniality 2: Armed & Fabulous,12A,115 min,"Action, Comedy, Crime",5.1,John Pasquin,$48.48M
The Hills Have Eyes II,18,89 min,"Horror, Thriller",5.1,Martin Weisz,$20.80M
