title,certificate,runtime,genre,rating,director,gross_earn
Reno 911!: Miami,15,80 min,"Comedy, Crime",5.9,Robert Ben Garant,$20.34M
Catch and Release,12A,124 min,"Comedy, Drama, Romance",5.9,Susannah Grant,$15.27M
The Black Hole,A,98 min,"Action, Sci-Fi",5.9,Gary Nelson,
Let's Go to Prison,15,84 min,"Comedy, Crime",5.9,Bob Odenkirk,$4.61M
Men at Work,12,98 min,"Action, Comedy, Crime",5.9,Emilio Estevez,$16.25M
The Story of Us,15,95 min,"Comedy, Drama, Romance",5.9,Rob Reiner,$27.07M
Igor,PG,87 min,"Animation, Comedy, Family",5.9,Tony Leondis,$19.53M
Blind Date,15,95 min,"Comedy, Romance",5.9,Blake Edwards,$39.32M
Immortal,15,103 min,"Drama, Sci-Fi, Thriller",5.9,Enki Bilal,
Lucky You,PG,124 min,"Drama, Romance, Sport",5.9,Curtis Hanson,$5.76M
Waiting for Forever,PG,95 min,"Comedy, Drama, Romance",5.9,James Keach,$0.03M
2012,12A,158 min,"Action, Adventure, Sci-Fi",5.8,Roland Emmerich,$166.11M
The Hangover Part III,15,100 min,"Comedy, Crime",5.8,Todd Phillips,$112.20M
Clash of the Titans,12A,106 min,"Action, Adventure, Fantasy",5.8,Louis Leterrier,$163.21M
Noah,12A,138 min,"Action, Adventure, Drama",5.8,Darren Aronofsky,$101.20M
Battleship,12A,131 min,"Action, Adventure, Sci-Fi",5.8,Peter Berg,$65.42M
Teenage Mutant Ninja Turtles,12A,101 min,"Action, Adventure, Comedy",5.8,Jonathan Liebesman,$191.20M
Percy Jackson & the Lightning Thief,PG,118 min,"Adventure, Family, Fantasy",5.8,Chris Columbus,$88.76M
xXx,UA,124 min,"Action, Adventure, Thriller",5.8,Rob Cohen,$142.11M
Blade: Trinity,15,113 min,"Action, Horror, Sci-Fi",5.8,David S. Goyer,$52.41M
The League of Extraordinary Gentlemen,12A,110 min,"Action, Adventure, Fantasy",5.8,Stephen Norrington,$66.47M
Resident Evil: Afterlife,15,96 min,"Action, Horror, Sci-Fi",5.8,Paul W.S. Anderson,$60.13M
The Green Hornet,12A,119 min,"Action, Comedy, Crime",5.8,Michel Gondry,$98.78M
I Know What You Did Last Summer,18,101 min,"Horror, Mystery",5.8,Jim Gillespie,$72.59M
Mr. Deeds,12A,96 min,"Comedy, Romance",5.8,Steven Brill,$126.29M
Final Destination 3,15,93 min,"Horror, Thriller",5.8,James Wong,$54.10M
Carrie,15,100 min,"Drama, Horror",5.8,Kimberly Peirce,$35.27M
The Mortal Instruments: City of Bones,12A,130 min,"Action, Adventure, Fantasy",5.8,Harald Zwart,$31.17M
The Break-Up,12A,106 min,"Comedy, Drama, Romance",5.8,Peyton Reed,$118.70M
Hollow Man,18,112 min,"Action, Horror, Sci-Fi",5.8,Paul Verhoeven,$73.21M
Rambo III,18,102 min,"Action, Adventure, Thriller",5.8,Peter MacDonald,$53.72M
Saw V,18,92 min,"Crime, Horror, Thriller",5.8,David Hackl,$56.75M
Dirty Grandpa,15,102 min,Comedy,5.8,Dan Mazer,$35.59M
Journey to the Center of the Earth,PG,93 min,"Action, Adventure, Family",5.8,Eric Brevig,$101.70M
Wild Hogs,12A,100 min,"Action, Adventure, Comedy",5.8,Walt Becker,$168.27M
Mortal Kombat,15,101 min,"Action, Adventure, Fantasy",5.8,Paul W.S. Anderson,$70.45M
The Host,12A,125 min,"Action, Adventure, Drama",5.8,Andrew Niccol,$26.63M
Gothika,15,98 min,"Horror, Mystery, Thriller",5.8,Mathieu Kassovitz,$59.69M
End of Days,18,122 min,"Action, Fantasy, Horror",5.8,Peter Hyams,$66.89M
The Wolfman,15,103 min,"Drama, Fantasy, Horror",5.8,Joe Johnston,$61.98M
Splice,15,104 min,"Horror, Sci-Fi",5.8,Vincenzo Natali,$17.00M
Eat Pray Love,PG,133 min,"Biography, Drama, Romance",5.8,Ryan Murphy,$80.57M
Paranormal Activity 3,15,83 min,"Horror, Mystery",5.8,Henry Joost,$104.01M
The Heartbreak Kid,18,116 min,"Comedy, Romance",5.8,Bobby Farrelly,$36.79M
Ghosts of Girlfriends Past,12A,115 min,"Comedy, Fantasy, Romance",5.8,Mark Waters,$55.25M
Around the World in 80 Days,PG,120 min,"Action, Adventure, Comedy",5.8,Frank Coraci,$24.01M
Nacho Libre,12A,92 min,"Comedy, Family, Sport",5.8,Jared Hess,$80.20M
Haywire,15,93 min,"Action, Drama, Thriller",5.8,Steven Soderbergh,$18.94M
RoboCop 2,18,117 min,"Action, Crime, Sci-Fi",5.8,Irvin Kershner,$45.68M
Semi-Pro,15,91 min,"Comedy, Sport",5.8,Kent Alterman,$33.47M
The Princess Diaries 2,U,113 min,"Comedy, Family, Romance",5.8,Garry Marshall,$95.17M
Species,18,108 min,"Action, Horror, Sci-Fi",5.8,Roger Donaldson,$60.07M
Confessions of a Shopaholic,PG,104 min,"Comedy, Romance",5.8,P.J. Hogan,$44.28M
Jaws 2,A,116 min,"Adventure, Horror, Thriller",5.8,Jeannot Szwarc,$102.92M
Six Days Seven Nights,12,102 min,"Action, Adventure, Comedy",5.8,Ivan Reitman,$74.33M
21 & Over,15,93 min,Comedy,5.8,Jon Lucas,$25.68M
Halloween H20: 20 Years Later,18,86 min,"Horror, Thriller",5.8,Steve Miner,$55.04M
The Texas Chainsaw Massacre: The Beginning,18,91 min,"Horror, Thriller",5.8,Jonathan Liebesman,$39.52M
Cobra,18,87 min,"Action, Crime, Thriller",5.8,George P. Cosmatos,$49.04M
Made of Honour,12A,101 min,"Comedy, Romance",5.8,Paul Weiland,$46.01M
The Blue Lagoon,AA,104 min,"Adventure, Drama, Romance",5.8,Randal Kleiser,$58.85M
Into the Storm,12A,89 min,"Action, Adventure, Drama",5.8,Steven Quale,$47.60M
The Forgotten,12A,91 min,"Drama, Mystery, Sci-Fi",5.8,Joseph Ruben,$66.64M
What a Girl Wants,PG,105 min,"Comedy, Drama, Family",5.8,Dennie Gordon,$35.99M
Something Borrowed,12A,112 min,"Comedy, Drama, Romance",5.8,Luke Greenfield,$39.05M
V/H/S,18,116 min,"Horror, Thriller",5.8,Matt Bettinelli-Olpin,$0.10M
The Haunting in Connecticut,15,92 min,"Drama, Horror, Mystery",5.8,Peter Cornwell,$55.39M
Jack,PG,113 min,"Comedy, Drama, Fantasy",5.8,Francis Ford Coppola,$58.62M
"Salò, or the 120 Days of Sodom",Rejected,117 min,Drama,5.8,Pier Paolo Pasolini,
Ride Along 2,12A,102 min,"Action, Comedy, Crime",5.8,Tim Story,$91.22M
Firewall,12A,105 min,"Action, Crime, Thriller",5.8,Richard Loncraine,$48.75M
The Cobbler,12A,99 min,"Comedy, Drama, Fantasy",5.8,Tom McCarthy,
Pride and Prejudice and Zombies,15,108 min,"Action, Comedy, Fantasy",5.8,Burr Steers,$10.91M
Cannibal Holocaust,18,95 min,"Adventure, Horror",5.8,Ruggero Deodato,
Over the Top,PG,93 min,"Action, Drama, Sport",5.8,Menahem Golan,$16.06M
Open Water,15,79 min,"Adventure, Drama, Horror",5.8,Chris Kentis,$30.61M
Stuck on You,12A,118 min,Comedy,5.8,Bobby Farrelly,$33.83M
Halloween 4: The Return of Michael Myers,18,88 min,"Horror, Thriller",5.8,Dwight H. Little,$17.77M
Footloose,12A,113 min,"Comedy, Drama, Music",5.8,Craig Brewer,$51.80M
Without a Paddle,12A,95 min,"Adventure, Comedy, Mystery",5.8,Steven Brill,$58.17M
Cirque du Freak: The Vampire's Assistant,12A,119 min,"Action, Adventure, Fantasy",5.8,Paul Weitz,$14.05M
Monte Carlo,PG,109 min,"Adventure, Comedy, Family",5.8,Thomas Bezucha,$23.19M
Cradle 2 the Grave,15,101 min,"Action, Crime, Drama",5.8,Andrzej Bartkowiak,$34.71M
Happy Feet Two,U,117 min,"Animation, Adventure, Comedy",5.8,George Miller,$64.01M
My Best Friend's Girl,18,101 min,"Comedy, Romance",5.8,Howard Deutch,$19.22M
Nine,12A,118 min,"Drama, Musical, Romance",5.8,Rob Marshall,$24.00M
Striking Distance,18,102 min,"Action, Crime, Mystery",5.8,Rowdy Herrington,$23.80M
Taxi 3,15,84 min,"Action, Comedy, Crime",5.8,Gérard Krawczyk,$0.50M
A Thousand Words,12A,91 min,"Comedy, Drama, Fantasy",5.8,Brian Robbins,$18.44M
Dracula: Dead and Loving It,PG,88 min,"Comedy, Fantasy, Horror",5.8,Mel Brooks,$10.77M
The Gunman,15,115 min,"Action, Adventure, Crime",5.8,Pierre Morel,$10.64M
Black Sheep,15,87 min,"Comedy, Horror, Sci-Fi",5.8,Jonathan King,$0.08M
Saving Silverman,15,90 min,"Comedy, Crime, Romance",5.8,Dennis Dugan,$19.35M
California Man,PG,88 min,Comedy,5.8,Les Mayfield,$40.69M
Spread,18,97 min,"Comedy, Drama, Romance",5.8,David Mackenzie,$0.25M
Reindeer Games,15,104 min,"Action, Adventure, Crime",5.8,John Frankenheimer,$23.36M
The Ant Bully,U,88 min,"Animation, Adventure, Comedy",5.8,John A. Davis,$28.14M
The To-Do List,15,104 min,"Comedy, Romance",5.8,Maggie Carey,$3.45M
The Prince & Me,PG,111 min,"Comedy, Family, Romance",5.8,Martha Coolidge,$28.18M
Bulletproof,18,84 min,"Action, Comedy, Crime",5.8,Ernest R. Dickerson,$21.16M
Looney Tunes: Back in Action,PG,93 min,"Animation, Adventure, Comedy",5.8,Joe Dante,$20.99M
The Guilt Trip,12A,95 min,"Comedy, Drama",5.8,Anne Fletcher,$37.13M
Passengers,12,93 min,"Mystery, Romance, Thriller",5.8,Rodrigo García,$0.27M
The Glass House,15,106 min,"Crime, Drama, Mystery",5.8,Daniel Sackheim,$18.00M
The Ringer,12A,94 min,"Comedy, Sport",5.8,Barry W. Blaustein,$35.42M
The Divide,18,112 min,"Drama, Horror, Sci-Fi",5.8,Xavier Gens,$0.02M
The New Guy,12A,88 min,Comedy,5.8,Ed Decter,$28.97M
Barbarella,X,98 min,"Adventure, Comedy, Fantasy",5.8,Roger Vadim,
Sudden Death,18,111 min,"Action, Crime, Thriller",5.8,Peter Hyams,$20.35M
Straw Dogs,18,110 min,"Action, Drama, Thriller",5.8,Rod Lurie,$10.32M
1941,A,118 min,"Action, Comedy, War",5.8,Steven Spielberg,$31.76M
Babe: Pig in the City,U,97 min,"Adventure, Comedy, Drama",5.8,George Miller,$18.32M
54,15,93 min,"Drama, Music",5.8,Mark Christopher,$16.57M
Goal II: Living the Dream,12A,115 min,"Adventure, Drama, Sport",5.8,Jaume Collet-Serra,
Thinner,18,93 min,"Fantasy, Horror",5.8,Tom Holland,$15.17M
Friends with Money,15,88 min,"Comedy, Drama, Romance",5.8,Nicole Holofcener,$13.37M
Hard to Kill,18,96 min,"Action, Crime, Drama",5.8,Bruce Malmuth,$47.41M
Ken Park,93 min,Drama,,5.8,Larry Clark,
To the Wonder,12A,112 min,"Drama, Romance",5.8,Terrence Malick,$0.59M
Air America,15,113 min,"Action, Comedy, War",5.8,Roger Spottiswoode,$31.05M
Raise Your Voice,PG,107 min,"Family, Music, Musical",5.8,Sean McNamara,$10.41M
The Relic,15,110 min,"Horror, Mystery, Sci-Fi",5.8,Peter Hyams,$33.96M
Cry Wolf,15,90 min,"Drama, Horror, Mystery",5.8,Jeff Wadlow,$10.05M
Heaven Is for Real,PG,99 min,"Biography, Drama, Family",5.8,Randall Wallace,$91.44M
Escape from Planet Earth,U,89 min,"Animation, Adventure, Comedy",5.8,Cal Brunker,$57.01M
Georgia Rule,15,113 min,"Comedy, Drama",5.8,Garry Marshall,$18.88M
Free Birds,U,91 min,"Animation, Adventure, Comedy",5.8,Jimmy Hayward,$55.75M
Rampart,15,108 min,"Crime, Drama",5.8,Oren Moverman,$0.97M
Laws of Attraction,12A,90 min,"Comedy, Romance",5.8,Peter Howitt,$17.85M
Wind Chill,15,91 min,"Adventure, Drama, Horror",5.8,Gregory Jacobs,$0.02M
100 Girls,15,94 min,"Comedy, Romance",5.8,Michael Davis,
Sgt. Bilko,PG,93 min,Comedy,5.8,Jonathan Lynn,$30.36M
The Borrowers,U,89 min,"Adventure, Comedy, Family",5.8,Peter Hewitt,$22.36M
Curly Sue,PG,101 min,"Comedy, Drama, Family",5.8,John Hughes,$33.69M
Mad Money,12,104 min,"Comedy, Crime, Thriller",5.8,Callie Khouri,$20.67M
Bad News Bears,12A,113 min,"Comedy, Sport",5.8,Richard Linklater,$32.87M
Captain Ron,PG-13,100 min,"Adventure, Comedy",5.8,Thom Eberhardt,$22.52M
Annapolis,12,108 min,"Drama, Romance, Sport",5.8,Justin Lin,$17.13M
Bounce,12,106 min,"Drama, Romance",5.8,Don Roos,$36.81M
Suspect Zero,15,99 min,"Crime, Horror, Mystery",5.8,E. Elias Merhige,$8.73M
Fantastic Four,PG,106 min,"Action, Adventure, Fantasy",5.7,Tim Story,$154.70M
The Purge,15,85 min,"Horror, Sci-Fi, Thriller",5.7,James DeMonaco,$64.47M
Planet of the Apes,12,119 min,"Action, Adventure, Sci-Fi",5.7,Tim Burton,$180.01M
Lara Croft: Tomb Raider,15,100 min,"Action, Adventure, Fantasy",5.7,Simon West,$131.14M
G.I. Joe: The Rise of Cobra,12A,118 min,"Action, Adventure, Sci-Fi",5.7,Stephen Sommers,$152.27M
Wrath of the Titans,12A,99 min,"Action, Adventure, Fantasy",5.7,Jonathan Liebesman,$83.67M
G.I. Joe: Retaliation,12A,110 min,"Action, Adventure, Sci-Fi",5.7,Jon M. Chu,$122.52M
Battle Los Angeles,12A,116 min,"Action, Adventure, Sci-Fi",5.7,Jonathan Liebesman,$83.55M
White Chicks,12A,109 min,"Comedy, Crime",5.7,Keenen Ivory Wayans,$70.83M
Gamer,18,95 min,"Action, Sci-Fi, Thriller",5.7,Mark Neveldine,$20.49M
Identity Thief,15,111 min,"Comedy, Crime, Drama",5.7,Seth Gordon,$134.51M
The Watch,15,102 min,"Comedy, Sci-Fi",5.7,Akiva Schaffer,$35.35M
Bad Neighbours 2,15,92 min,Comedy,5.7,Nicholas Stoller,$55.46M
Priest,12A,87 min,"Action, Adventure, Fantasy",5.7,Scott Stewart,$29.14M
Valentine's Day,12A,125 min,"Comedy, Romance",5.7,Garry Marshall,$110.49M
Freddy vs. Jason,18,97 min,"Action, Horror",5.7,Ronny Yu,$82.62M
Percy Jackson: Sea of Monsters,PG,106 min,"Adventure, Family, Fantasy",5.7,Thor Freudenthal,$68.56M
The Nutty Professor,12,95 min,"Comedy, Romance, Sci-Fi",5.7,Tom Shadyac,$128.81M
Coyote Ugly,12,100 min,"Comedy, Drama, Music",5.7,David McNally,$60.79M
Only God Forgives,18,90 min,"Action, Crime, Drama",5.7,Nicolas Winding Refn,$0.78M
101 Dalmatians,U,103 min,"Adventure, Comedy, Crime",5.7,Stephen Herek,$136.19M
The Three Musketeers,12A,110 min,"Action, Adventure, Fantasy",5.7,Paul W.S. Anderson,$20.38M
Not Another Teen Movie,15,89 min,Comedy,5.7,Joel Gallen,$38.25M
Poseidon,12A,98 min,"Action, Adventure, Thriller",5.7,Wolfgang Petersen,$60.67M
Journey 2: The Mysterious Island,PG,94 min,"Action, Adventure, Comedy",5.7,Brad Peyton,$103.86M
Paranormal Activity 2,15,91 min,"Horror, Mystery",5.7,Tod Williams,$84.75M
Jingle All The Way,PG,89 min,"Adventure, Comedy, Family",5.7,Brian Levant,$60.57M
Chicken Little,U,81 min,"Animation, Adventure, Comedy",5.7,Mark Dindal,$135.39M
Hitman: Agent 47,15,96 min,"Action, Crime, Thriller",5.7,Aleksander Bach,$22.47M
John Tucker Must Die,12A,89 min,"Comedy, Romance",5.7,Betty Thomas,$41.01M
Fool's Gold,12A,112 min,"Action, Adventure, Comedy",5.7,Andy Tennant,$70.23M
Oldboy,18,104 min,"Action, Drama, Mystery",5.7,Spike Lee,$2.19M
Deuce Bigalow: Male Gigolo,15,88 min,"Comedy, Romance",5.7,Mike Mitchell,$65.54M
Escape from L.A.,15,101 min,"Action, Adventure, Sci-Fi",5.7,John Carpenter,$25.48M
What to Expect When You're Expecting,12A,110 min,"Comedy, Drama, Romance",5.7,Kirk Jones,$41.15M
Four Christmases,12A,88 min,"Comedy, Drama, Romance",5.7,Seth Gordon,$120.15M
Beethoven,U,87 min,"Comedy, Drama, Family",5.7,Brian Levant,$57.11M
Pan,PG,111 min,"Action, Adventure, Comedy",5.7,Joe Wright,$35.09M
Sabotage,15,109 min,"Action, Crime, Drama",5.7,David Ayer,$10.51M
Observe and Report,15,86 min,"Comedy, Crime, Drama",5.7,Jody Hill,$23.99M
Lake Placid,15,82 min,"Action, Comedy, Horror",5.7,Steve Miner,$31.77M
Drillbit Taylor,12A,110 min,"Action, Comedy, Crime",5.7,Steven Brill,$32.85M
Race to Witch Mountain,PG,98 min,"Action, Adventure, Family",5.7,Andy Fickman,$67.17M
America's Sweethearts,12,102 min,"Comedy, Romance",5.7,Joe Roth,$93.61M
Red Planet,12,106 min,"Action, Sci-Fi, Thriller",5.7,Antony Hoffman,$18.00M
Crocodile Dundee II,PG,108 min,"Action, Adventure, Comedy",5.7,John Cornell,$109.31M
The Santa Clause 2,U,104 min,"Comedy, Family, Fantasy",5.7,Michael Lembeck,$139.24M
Hudson Hawk,15,100 min,"Action, Adventure, Comedy",5.7,Michael Lehmann,$17.22M
Police Academy 2: Their First Assignment,12,87 min,Comedy,5.7,Jerry Paris,$55.60M
You Again,U,105 min,"Comedy, Romance",5.7,Andy Fickman,$25.70M
Arthur,12A,110 min,"Comedy, Romance",5.7,Jason Winer,$33.04M
Death at a Funeral,15,92 min,"Comedy, Drama",5.7,Neil LaBute,$42.74M
Bullet to the Head,15,92 min,"Action, Crime, Thriller",5.7,Walter Hill,$9.48M
The Last Exorcism,15,87 min,"Horror, Mystery, Thriller",5.7,Daniel Stamm,$41.03M
Perfect Stranger,15,109 min,"Crime, Mystery, Thriller",5.7,James Foley,$23.98M
The Descent: Part 2,18,94 min,"Adventure, Horror, Thriller",5.7,Jon Harris,
The Do-Over,15,108 min,"Action, Adventure, Comedy",5.7,Steven Brill,
Planes,U,91 min,"Animation, Adventure, Comedy",5.7,Klay Hall,$90.29M
Enough,15,115 min,"Crime, Drama, Thriller",5.7,Michael Apted,$40.01M
Michael,PG,105 min,"Comedy, Drama, Fantasy",5.7,Nora Ephron,$95.32M
Would You Rather,Not Rated,93 min,"Horror, Thriller",5.7,David Guy Levy,
Money Train,18,110 min,"Action, Comedy, Crime",5.7,Joseph Ruben,$35.32M
The Paperboy,15,107 min,"Crime, Drama, Mystery",5.7,Lee Daniels,$0.69M
I Give It a Year,15,97 min,"Comedy, Romance",5.7,Dan Mazer,$0.03M
Rubber,15,82 min,"Comedy, Fantasy, Horror",5.7,Quentin Dupieux,$0.10M
Bandidas,12A,93 min,"Action, Comedy, Crime",5.7,Joachim Rønning,
Admission,12A,108 min,"Comedy, Drama, Romance",5.7,Paul Weitz,$18.00M
Blue Crush,12A,104 min,"Drama, Romance, Sport",5.7,John Stockwell,$40.39M
Armoured,12A,88 min,"Action, Crime, Thriller",5.7,Nimród Antal,$15.99M
Playing for Keeps,12A,105 min,"Comedy, Romance, Sport",5.7,Gabriele Muccino,$13.10M
The Art of War,18,117 min,"Action, Adventure, Crime",5.7,Christian Duguay,$30.21M
Good Burger,PG,95 min,"Comedy, Family",5.7,Brian Robbins,$23.69M
Mighty Joe Young,PG,114 min,"Action, Adventure, Family",5.7,Ron Underwood,$50.63M
The Nut Job,U,85 min,"Animation, Adventure, Comedy",5.7,Peter Lepeniotis,$64.25M
Cutthroat Island,PG,124 min,"Action, Adventure, Comedy",5.7,Renny Harlin,$10.02M
Friday After Next,15,85 min,"Comedy, Drama",5.7,Marcus Raboy,$32.98M
The Bay,15,84 min,"Horror, Sci-Fi, Thriller",5.7,Barry Levinson,$0.03M
Life or Something Like It,12A,103 min,"Comedy, Romance",5.7,Stephen Herek,$14.45M
Honeymoon,15,87 min,"Drama, Fantasy, Horror",5.7,Leigh Janiak,$0.01M
Short Circuit 2,U,110 min,"Comedy, Drama, Family",5.7,Kenneth Johnson,$21.63M
Gambit,12A,89 min,"Comedy, Crime",5.7,Michael Hoffman,
The Pact,15,89 min,"Horror, Mystery, Thriller",5.7,Nicholas McCarthy,
Nowhere to Run,15,94 min,"Action, Drama, Romance",5.7,Robert Harmon,$22.19M
The Hole,12A,92 min,"Fantasy, Thriller",5.7,Joe Dante,
Last Days,15,97 min,"Drama, Music",5.7,Gus Van Sant,$0.45M
St. Trinian's,12A,101 min,"Comedy, Family",5.7,Oliver Parker,
The Angriest Man in Brooklyn,15,83 min,"Comedy, Drama",5.7,Phil Alden Robinson,
"The Goods: Live Hard, Sell Hard",15,89 min,Comedy,5.7,Neal Brennan,$15.10M
The Million Dollar Hotel,15,122 min,"Drama, Mystery, Thriller",5.7,Wim Wenders,$0.05M
Echelon Conspiracy,12,105 min,"Action, Crime, Thriller",5.7,Greg Marcks,$0.50M
Transformers: Age of Extinction,12A,165 min,"Action, Adventure, Sci-Fi",5.6,Michael Bay,$245.44M
Hulk,12A,138 min,"Action, Sci-Fi",5.6,Ang Lee,$132.18M
Fantastic 4: Rise of the Silver Surfer,PG,92 min,"Action, Adventure, Fantasy",5.6,Tim Story,$131.92M
Bad Teacher,15,92 min,"Comedy, Romance",5.6,Jake Kasdan,$100.29M
You Don't Mess with the Zohan,12A,113 min,"Action, Comedy",5.6,Dennis Dugan,$100.02M
AVP: Alien vs. Predator,15,101 min,"Action, Adventure, Horror",5.6,Paul W.S. Anderson,$80.28M
Charlie's Angels,15,98 min,"Action, Adventure, Comedy",5.6,McG,$125.31M
Alexander,15,175 min,"Action, Biography, Drama",5.6,Oliver Stone,$34.30M
Pixels,12A,105 min,"Action, Comedy, Fantasy",5.6,Chris Columbus,$78.75M
Scream 3,18,116 min,"Horror, Mystery",5.6,Wes Craven,$89.14M
Dumb and Dumber To,15,109 min,Comedy,5.6,Bobby Farrelly,$86.21M
R.I.P.D.,12A,96 min,"Action, Adventure, Comedy",5.6,Robert Schwentke,$33.62M
Sex and the City,15,145 min,"Comedy, Drama, Romance",5.6,Michael Patrick King,$152.65M
Allegiant,12A,120 min,"Action, Adventure, Mystery",5.6,Robert Schwentke,$66.18M
Spy Kids,U,88 min,"Action, Adventure, Comedy",5.6,Robert Rodriguez,$112.72M
Runaway Bride,PG,116 min,"Comedy, Romance",5.6,Garry Marshall,$152.26M
The Pacifier,PG,95 min,"Action, Comedy, Drama",5.6,Adam Shankman,$113.09M
The Box,12A,115 min,"Drama, Mystery, Thriller",5.6,Richard Kelly,$15.05M
Good Luck Chuck,15,101 min,"Comedy, Romance",5.6,Mark Helfrich,$34.93M
The Bling Ring,15,90 min,"Biography, Crime, Drama",5.6,Sofia Coppola,$5.84M
Mirror Mirror,PG,106 min,"Adventure, Comedy, Drama",5.6,Tarsem Singh,$64.94M
Thir13en Ghosts,15,91 min,"Fantasy, Horror",5.6,Steve Beck,$41.87M
The Pink Panther,PG,93 min,"Adventure, Comedy, Crime",5.6,Shawn Levy,$82.23M
New Year's Eve,12A,118 min,"Comedy, Romance",5.6,Garry Marshall,$54.54M
"You, Me and Dupree",12A,110 min,"Comedy, Romance",5.6,Anthony Russo,$75.63M
Failure to Launch,12A,97 min,"Comedy, Romance",5.6,Tom Dey,$88.72M
Machete Kills,15,107 min,"Action, Crime, Thriller",5.6,Robert Rodriguez,$8.01M
Cabin Fever,15,93 min,Horror,5.6,Eli Roth,$21.16M
Wanderlust,15,98 min,"Comedy, Romance",5.6,David Wain,$17.23M
Unfriended,15,83 min,"Horror, Mystery, Thriller",5.6,Levan Gabriadze,$32.48M
The Black Dahlia,15,121 min,"Crime, Drama, Mystery",5.6,Brian De Palma,$22.52M
40 Days and 40 Nights,15,96 min,"Comedy, Romance",5.6,Michael Lehmann,$37.95M
Mission to Mars,PG,114 min,"Adventure, Sci-Fi, Thriller",5.6,Brian De Palma,$60.88M
Johnny Mnemonic,15,103 min,"Action, Drama, Sci-Fi",5.6,Robert Longo,$19.08M
The Sitter,15,81 min,Comedy,5.6,David Gordon Green,$30.54M
Be Cool,12A,118 min,"Comedy, Crime, Music",5.6,F. Gary Gray,$56.05M
Daddy Day Care,PG,92 min,"Comedy, Family",5.6,Steve Carr,$104.30M
Urban Legend,18,99 min,"Horror, Mystery, Thriller",5.6,Jamie Blanks,$38.07M
Jeepers Creepers 2,15,106 min,Horror,5.6,Victor Salva,$35.67M
Runner Runner,15,88 min,"Crime, Thriller",5.6,Brad Furman,$19.32M
Timeline,12A,116 min,"Action, Adventure, Sci-Fi",5.6,Richard Donner,$19.48M
Dark Water,15,105 min,"Drama, Horror, Mystery",5.6,Walter Salles,$25.47M
Dennis the Menace,PG,94 min,"Comedy, Family",5.6,Nick Castle,$51.27M
House on Haunted Hill,18,93 min,"Crime, Fantasy, Horror",5.6,William Malone,$40.85M
Magic Mike XXL,15,115 min,"Comedy, Drama, Music",5.6,Gregory Jacobs,$66.01M
A Nightmare on Elm Street 4: The Dream Master,18,93 min,Horror,5.6,Renny Harlin,$49.37M
Wild Card,15,92 min,"Action, Crime, Drama",5.6,Simon West,$0.00M
Sister Act 2: Back in the Habit,PG,107 min,"Comedy, Family, Music",5.6,Bill Duke,$57.32M
Friday the 13th: Part III,X,95 min,"Horror, Thriller",5.6,Steve Miner,$36.69M
Chain Reaction,12,107 min,"Action, Drama, Sci-Fi",5.6,Andrew Davis,$20.55M
Children of the Corn,18,92 min,"Horror, Thriller",5.6,Fritz Kiersch,$14.57M
National Security,12A,88 min,"Action, Comedy, Crime",5.6,Dennis Dugan,$35.76M
The Big Wedding,15,90 min,"Comedy, Drama, Romance",5.6,Justin Zackham,$21.78M
Bad Company,12,116 min,"Action, Comedy, Thriller",5.6,Joel Schumacher,$30.16M
Diary of the Dead,18,95 min,"Fantasy, Horror, Sci-Fi",5.6,George A. Romero,$0.96M
MacGruber,15,90 min,"Action, Comedy",5.6,Jorma Taccone,$8.46M
The Pink Panther 2,PG,92 min,"Action, Adventure, Comedy",5.6,Harald Zwart,$35.92M
Buffy the Vampire Slayer,12,86 min,"Action, Comedy, Fantasy",5.6,Fran Rubel Kuzui,$16.62M
Maggie,15,95 min,"Drama, Horror, Sci-Fi",5.6,Henry Hobson,$0.19M
Fred Claus,PG,116 min,"Comedy, Family, Fantasy",5.6,David Dobkin,$72.01M
The Reaping,15,99 min,"Horror, Thriller",5.6,Stephen Hopkins,$25.12M
The Hitcher,18,84 min,"Crime, Thriller",5.6,Dave Meyers,$16.47M
Brick Mansions,15,90 min,"Action, Crime, Thriller",5.6,Camille Delamarre,$20.29M
Double Impact,18,110 min,"Action, Crime",5.6,Sheldon Lettich,$30.10M
Cube Zero,15,97 min,"Drama, Mystery, Sci-Fi",5.6,Ernie Barbarash,
Regression,15,106 min,"Adventure, Crime, Drama",5.6,Alejandro Amenábar,$0.05M
Curse of Chucky,18,97 min,"Horror, Thriller",5.6,Don Mancini,$3.80M
Kicking & Screaming,PG,95 min,"Comedy, Family, Romance",5.6,Jesse Dylan,$52.58M
Paranoia,12A,106 min,"Drama, Thriller",5.6,Robert Luketic,$7.38M
Bringing Down the House,12A,105 min,Comedy,5.6,Adam Shankman,$132.72M
Exit Wounds,18,101 min,"Action, Crime, Thriller",5.6,Andrzej Bartkowiak,$51.76M
Survivor,12A,96 min,"Action, Crime, Thriller",5.6,James McTeigue,
Bubble Boy,12,84 min,"Adventure, Comedy, Romance",5.6,Blair Hayes,$5.00M
The Texas Chainsaw Massacre 2,18,101 min,"Comedy, Horror",5.6,Tobe Hooper,$8.03M
Love Happens,12A,109 min,"Drama, Romance",5.6,Brandon Camp,$22.93M
The Skulls,15,106 min,"Action, Crime, Drama",5.6,Rob Cohen,$35.05M
